model_id,provider_tag,organization,endpoint_id,from_at,to_at,direction,before,after
z-ai/glm-4.6v,chutes/bf16,Chutes,9b11b7fa-868b-4e5f-93f8-cd9eee73f9d9,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-7
qwen/qwen3-235b-a22b,chutes/bf16,Chutes,a8cbe552-1ce1-43c0-b0a7-bb24b2d4ccce,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-7
mistralai/mistral-small-3.1-24b-instruct,chutes/bf16,Chutes,5f981bd9-b098-4757-b075-06d51d37cc65,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-8
deepseek/deepseek-r1-distill-llama-70b,chutes/bf16,Chutes,a7afd073-f526-4f47-ad0b-800bfcb5cbdd,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-8
z-ai/glm-4.5,chutes/bf16,Chutes,6317b7dc-832e-47af-b0b1-b5adc68fd659,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.75E-7
qwen/qwen-2.5-72b-instruct,chutes/fp8,Chutes,158a72e6-4afa-42ba-b5f4-70ed3c374269,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,6.5E-8
deepseek/deepseek-v3.1-terminus,chutes/fp8,Chutes,b564d943-e000-4739-b6eb-ea92b61cb15a,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.15E-7
qwen/qwen2.5-vl-32b-instruct,chutes/bf16,Chutes,da25176f-4fdf-4f1c-8cbd-11aa2d943ec3,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2.5E-8
deepseek/deepseek-v3.2,chutes/fp8,Chutes,b5922eb0-11a0-42e0-bfa9-1e4dfa2f544d,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.25E-7
mistralai/mistral-small-24b-instruct-2501,chutes/bf16,Chutes,f31b901a-6ed0-419a-bd2f-f19c67cbc922,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-8
nousresearch/hermes-4-70b,chutes/bf16,Chutes,d1b05240-dafa-4cae-b0fd-3be73dbb890c,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,5.5E-8
moonshotai/kimi-k2.5,chutes/int4,Chutes,b2debbe6-9b98-4db0-9cc7-6f172152d210,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.125E-7
z-ai/glm-4.6,chutes/bf16,Chutes,5549acf8-9057-42a0-a617-069c1badeceb,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.75E-7
z-ai/glm-4.7,chutes/bf16,Chutes,256f1591-ff1a-41b7-8f92-9e6ec3885000,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2E-7
openai/gpt-oss-120b,chutes/bf16,Chutes,3f8fbf93-6816-4953-a3bc-3d8f684ae730,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2E-8
deepseek/deepseek-chat-v3.1,chutes/fp8,Chutes,55e37893-f752-45c6-8ae1-71c8b4ce0594,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1E-7
tngtech/deepseek-r1t2-chimera,chutes/fp8,Chutes,db5d9087-13b0-439f-b791-66015e0f2603,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.25E-7
qwen/qwen3-32b,chutes/fp8,Chutes,8857445a-ec47-4aff-a7d0-27e68787c67d,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,4E-8
moonshotai/kimi-k2-thinking,chutes/int4,Chutes,5389e662-1ebc-49cf-b761-aa379ba5b381,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2E-7
qwen/qwen-2.5-coder-32b-instruct,chutes/fp8,Chutes,d02075b3-0cec-4739-9a31-fa62ec20caf6,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-8
nousresearch/deephermes-3-mistral-24b-preview,chutes/bf16,Chutes,4b2f1324-72e3-4c0d-bb6b-7f8d2640bd79,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1E-8
qwen/qwen3-235b-a22b-2507,chutes/bf16,Chutes,af77bd14-30ac-489b-9d96-48366d2b7e6f,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,4E-8
qwen/qwen3-14b,chutes/bf16,Chutes,ab8070e1-4f19-4841-aec6-edd5568b4a5c,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2.5E-8
opengvlab/internvl3-78b,chutes/bf16,Chutes,832d7038-1b47-4530-ba1e-ce6668e1fdfa,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,5E-8
